order_id,order_date,customer_id,customer_name,region,country,category,product,quantity,unit_price,discount,payment_method,gross_sales,discount_amount,revenue,estimated_cost,profit,profit_margin,order_month,order_year,order_year_month
104799,2024-09-11,C00083,Customer 83,North,India,Sports,Running Shoes,5,91.34,0.123,UPI,456.7,56.1741,400.5259,232.305,168.2209,0.42,9,2024,2024-09
116290,2024-09-11,C01721,Customer 1721,West,India,Clothing,Jacket,1,115.39,0.091,Credit Card,115.39,10.5005,104.8895,57.6892,47.2003,0.45,9,2024,2024-09
103720,2024-09-11,C00828,Customer 828,East,India,Home & Kitchen,Coffee Maker,1,76.96,0.163,UPI,76.96,12.5445,64.4155,41.8701,22.5454,0.35,9,2024,2024-09
105796,2024-09-11,C03376,Customer 3376,West,India,Clothing,Jeans,1,55.69,0.116,Credit Card,55.69,6.46,49.23,27.0765,22.1535,0.45,9,2024,2024-09
110985,2024-09-11,C00807,Customer 807,West,India,Clothing,Jacket,2,106.19,0.111,Net Banking,212.38,23.5742,188.8058,103.8432,84.9626,0.45,9,2024,2024-09
110904,2024-09-11,C02410,Customer 2410,West,India,Home & Kitchen,Air Fryer,4,103.5,0.112,UPI,414.0,46.368,367.632,238.9608,128.6712,0.35,9,2024,2024-09
104488,2024-09-11,C01950,Customer 1950,East,India,Electronics,Bluetooth Speaker,2,62.57,0.069,Credit Card,125.14,8.6347,116.5053,83.8838,32.6215,0.28,9,2024,2024-09
111198,2024-09-11,C02341,Customer 2341,South,India,Electronics,Wireless Headphones,2,85.44,0.176,UPI,170.88,30.0749,140.8051,101.3797,39.4254,0.28,9,2024,2024-09
117868,2024-09-11,C03203,Customer 3203,West,India,Electronics,Laptop,1,1031.79,0.153,Wallet,1031.79,157.8639,873.9261,629.2268,244.6993,0.28,9,2024,2024-09
118120,2024-09-11,C01422,Customer 1422,West,India,Clothing,Jacket,2,120.27,0.008,Net Banking,240.54,1.9243,238.6157,131.2386,107.3771,0.45,9,2024,2024-09
107495,2024-09-11,C01731,Customer 1731,East,India,Books,Data Science Book,1,43.12,0.056,UPI,43.12,2.4147,40.7053,25.2373,15.468,0.38,9,2024,2024-09
113284,2024-09-11,C00279,Customer 279,South,India,Electronics,Bluetooth Speaker,5,80.38,0.099,Credit Card,401.9,39.7881,362.1119,260.7206,101.3913,0.28,9,2024,2024-09
112281,2024-09-11,C02199,Customer 2199,East,India,Electronics,Smartwatch,1,164.85,0.13,Debit Card,164.85,21.4305,143.4195,103.262,40.1575,0.28,9,2024,2024-09
103557,2024-09-11,C01123,Customer 1123,West,India,Home & Kitchen,Coffee Maker,2,78.57,0.079,Net Banking,157.14,12.4141,144.7259,94.0719,50.6541,0.35,9,2024,2024-09
112447,2024-09-11,C02643,Customer 2643,North,India,Clothing,Sneakers,2,81.17,0.118,Wallet,162.34,19.1561,143.1839,78.7511,64.4327,0.45,9,2024,2024-09
119526,2024-09-11,C00066,Customer 66,West,India,Sports,Football,2,36.26,0.035,UPI,72.52,2.5382,69.9818,40.5894,29.3924,0.42,9,2024,2024-09
119026,2024-09-11,C02708,Customer 2708,West,India,Clothing,Jeans,1,54.51,0.158,Net Banking,54.51,8.6126,45.8974,25.2436,20.6538,0.45,9,2024,2024-09
112451,2024-09-11,C00199,Customer 199,South,India,Electronics,Smartphone,3,573.59,0.118,Debit Card,1720.77,203.0509,1517.7191,1092.7578,424.9614,0.28,9,2024,2024-09
119194,2024-09-11,C00148,Customer 148,North,India,Sports,Football,2,38.43,0.066,Credit Card,76.86,5.0728,71.7872,41.6366,30.1506,0.42,9,2024,2024-09
109720,2024-09-11,C03036,Customer 3036,West,India,Electronics,Smartwatch,4,157.39,0.145,Debit Card,629.56,91.2862,538.2738,387.5571,150.7167,0.28,9,2024,2024-09
115781,2024-09-12,C02809,Customer 2809,West,India,Electronics,Bluetooth Speaker,2,59.61,0.194,UPI,119.22,23.1287,96.0913,69.1858,26.9056,0.28,9,2024,2024-09
111423,2024-09-12,C02999,Customer 2999,West,India,Clothing,Backpack,1,49.02,0.14,Wallet,49.02,6.8628,42.1572,23.1865,18.9707,0.45,9,2024,2024-09
114221,2024-09-12,C00275,Customer 275,Central,India,Home & Kitchen,Cookware Set,4,159.95,0.117,UPI,639.8,74.8566,564.9434,367.2132,197.7302,0.35,9,2024,2024-09
110689,2024-09-12,C03430,Customer 3430,South,India,Home & Kitchen,Coffee Maker,3,99.41,0.192,UPI,298.23,57.2602,240.9698,156.6304,84.3394,0.35,9,2024,2024-09
116474,2024-09-12,C01107,Customer 1107,Central,India,Books,Data Science Book,2,36.17,0.115,UPI,72.34,8.3191,64.0209,39.693,24.3279,0.38,9,2024,2024-09
102219,2024-09-12,C02029,Customer 2029,South,India,Books,Data Science Book,3,39.53,0.124,Credit Card,118.59,14.7052,103.8848,64.4086,39.4762,0.38,9,2024,2024-09
113080,2024-09-12,C02126,Customer 2126,North,India,Books,Business Book,1,27.48,0.024,Debit Card,27.48,0.6595,26.8205,16.6287,10.1918,0.38,9,2024,2024-09
108892,2024-09-12,C01850,Customer 1850,East,India,Clothing,T-Shirt,2,27.48,0.04,UPI,54.96,2.1984,52.7616,29.0189,23.7427,0.45,9,2024,2024-09
108687,2024-09-12,C00234,Customer 234,South,India,Sports,Football,1,36.04,0.087,Wallet,36.04,3.1355,32.9045,19.0846,13.8199,0.42,9,2024,2024-09
104011,2024-09-12,C02584,Customer 2584,Central,India,Electronics,Wireless Headphones,2,78.39,0.076,Net Banking,156.78,11.9153,144.8647,104.3026,40.5621,0.28,9,2024,2024-09
109337,2024-09-12,C00909,Customer 909,North,India,Home & Kitchen,Air Fryer,2,125.62,0.069,Credit Card,251.24,17.3356,233.9044,152.0379,81.8666,0.35,9,2024,2024-09
119578,2024-09-12,C03485,Customer 3485,North,India,Clothing,Sneakers,2,82.95,0.023,Debit Card,165.9,3.8157,162.0843,89.1464,72.9379,0.45,9,2024,2024-09
108597,2024-09-12,C00616,Customer 616,South,India,Clothing,Jacket,2,99.1,0.107,Net Banking,198.2,21.2074,176.9926,97.3459,79.6467,0.45,9,2024,2024-09
103713,2024-09-12,C02081,Customer 2081,East,India,Books,Data Science Book,4,44.59,0.153,UPI,178.36,27.2891,151.0709,93.664,57.4069,0.38,9,2024,2024-09
107046,2024-09-12,C01817,Customer 1817,South,India,Books,Business Book,1,29.17,0.069,UPI,29.17,2.0127,27.1573,16.8375,10.3198,0.38,9,2024,2024-09
111592,2024-09-12,C01819,Customer 1819,North,India,Electronics,Smartphone,2,696.37,0.08,UPI,1392.74,111.4192,1281.3208,922.551,358.7698,0.28,9,2024,2024-09
104747,2024-09-12,C01175,Customer 1175,North,India,Home & Kitchen,Vacuum Cleaner,1,231.84,0.143,Wallet,231.84,33.1531,198.6869,129.1465,69.5404,0.35,9,2024,2024-09
117073,2024-09-12,C03145,Customer 3145,South,India,Electronics,Bluetooth Speaker,2,74.34,0.133,Debit Card,148.68,19.7744,128.9056,92.812,36.0936,0.28,9,2024,2024-09
100462,2024-09-12,C02422,Customer 2422,East,India,Electronics,Smartphone,2,623.23,0.126,Wallet,1246.46,157.054,1089.406,784.3723,305.0337,0.28,9,2024,2024-09
106599,2024-09-12,C02800,Customer 2800,Central,India,Electronics,Bluetooth Speaker,3,66.2,0.0,Debit Card,198.6,0.0,198.6,142.992,55.608,0.28,9,2024,2024-09
113582,2024-09-12,C00401,Customer 401,South,India,Electronics,Smartwatch,2,200.05,0.148,UPI,400.1,59.2148,340.8852,245.4373,95.4479,0.28,9,2024,2024-09
102578,2024-09-12,C00892,Customer 892,West,India,Sports,Football,2,37.64,0.123,Credit Card,75.28,9.2594,66.0206,38.2919,27.7286,0.42,9,2024,2024-09
110179,2024-09-12,C00563,Customer 563,North,India,Electronics,Smartphone,1,619.9,0.11,Debit Card,619.9,68.189,551.711,397.2319,154.4791,0.28,9,2024,2024-09
110718,2024-09-12,C02250,Customer 2250,West,India,Sports,Yoga Mat,1,25.59,0.166,UPI,25.59,4.2479,21.3421,12.3784,8.9637,0.42,9,2024,2024-09
100061,2024-09-12,C00415,Customer 415,West,India,Clothing,Jeans,3,55.22,0.036,UPI,165.66,5.9638,159.6962,87.8329,71.8633,0.45,9,2024,2024-09
101595,2024-09-12,C03471,Customer 3471,East,India,Sports,Running Shoes,2,81.35,0.032,Net Banking,162.7,5.2064,157.4936,91.3463,66.1473,0.42,9,2024,2024-09
103750,2024-09-13,C02272,Customer 2272,West,India,Electronics,Smartwatch,2,161.84,0.148,UPI,323.68,47.9046,275.7754,198.5583,77.2171,0.28,9,2024,2024-09
105151,2024-09-13,C01714,Customer 1714,South,India,Clothing,Sneakers,1,75.82,0.044,UPI,75.82,3.3361,72.4839,39.8662,32.6178,0.45,9,2024,2024-09
112010,2024-09-13,C03018,Customer 3018,West,India,Home & Kitchen,Air Fryer,2,128.4,0.04,UPI,256.8,10.272,246.528,160.2432,86.2848,0.35,9,2024,2024-09
106388,2024-09-13,C02681,Customer 2681,Central,India,Electronics,Wireless Headphones,2,91.81,0.036,Net Banking,183.62,6.6103,177.0097,127.447,49.5627,0.28,9,2024,2024-09
119757,2024-09-13,C00293,Customer 293,North,India,Electronics,Laptop,1,845.68,0.105,Net Banking,845.68,88.7964,756.8836,544.9562,211.9274,0.28,9,2024,2024-09
117213,2024-09-13,C01316,Customer 1316,West,India,Clothing,T-Shirt,1,23.34,0.031,Debit Card,23.34,0.7235,22.6165,12.4391,10.1774,0.45,9,2024,2024-09
104525,2024-09-13,C00706,Customer 706,West,India,Sports,Yoga Mat,4,26.76,0.063,UPI,107.04,6.7435,100.2965,58.172,42.1245,0.42,9,2024,2024-09
111867,2024-09-13,C01142,Customer 1142,South,India,Home & Kitchen,Vacuum Cleaner,2,229.77,0.136,Credit Card,459.54,62.4974,397.0426,258.0777,138.9649,0.35,9,2024,2024-09
116166,2024-09-13,C01260,Customer 1260,North,India,Electronics,Laptop,2,896.95,0.049,Credit Card,1793.9,87.9011,1705.9989,1228.3192,477.6797,0.28,9,2024,2024-09
107391,2024-09-13,C00296,Customer 296,West,India,Electronics,Laptop,3,777.3,0.14,Debit Card,2331.9,326.466,2005.434,1443.9125,561.5215,0.28,9,2024,2024-09
115394,2024-09-13,C01232,Customer 1232,West,India,Clothing,Backpack,4,53.96,0.158,UPI,215.84,34.1027,181.7373,99.9555,81.7818,0.45,9,2024,2024-09
113931,2024-09-13,C02378,Customer 2378,West,India,Sports,Yoga Mat,2,25.57,0.065,Wallet,51.14,3.3241,47.8159,27.7332,20.0827,0.42,9,2024,2024-09
105244,2024-09-13,C01645,Customer 1645,South,India,Electronics,Laptop,2,1022.76,0.143,Credit Card,2045.52,292.5094,1753.0106,1262.1677,490.843,0.28,9,2024,2024-09
111784,2024-09-13,C02195,Customer 2195,East,India,Clothing,Jeans,1,59.48,0.003,Net Banking,59.48,0.1784,59.3016,32.6159,26.6857,0.45,9,2024,2024-09
104200,2024-09-13,C00167,Customer 167,North,India,Electronics,Smartwatch,2,167.83,0.188,UPI,335.66,63.1041,272.5559,196.2403,76.3157,0.28,9,2024,2024-09
110371,2024-09-13,C01874,Customer 1874,West,India,Electronics,Smartwatch,3,206.24,0.13,Wallet,618.72,80.4336,538.2864,387.5662,150.7202,0.28,9,2024,2024-09
117936,2024-09-13,C00708,Customer 708,East,India,Home & Kitchen,Coffee Maker,1,79.15,0.07,Credit Card,79.15,5.5405,73.6095,47.8462,25.7633,0.35,9,2024,2024-09
110449,2024-09-13,C00311,Customer 311,South,India,Electronics,Laptop,1,793.38,0.019,UPI,793.38,15.0742,778.3058,560.3802,217.9256,0.28,9,2024,2024-09
100558,2024-09-13,C00041,Customer 41,West,India,Home & Kitchen,Air Fryer,3,102.44,0.099,Debit Card,307.32,30.4247,276.8953,179.982,96.9134,0.35,9,2024,2024-09
115973,2024-09-13,C00749,Customer 749,West,India,Clothing,Sneakers,2,80.65,0.092,UPI,161.3,14.8396,146.4604,80.5532,65.9072,0.45,9,2024,2024-09
118165,2024-09-13,C00985,Customer 985,West,India,Home & Kitchen,Air Fryer,1,130.15,0.016,Debit Card,130.15,2.0824,128.0676,83.2439,44.8237,0.35,9,2024,2024-09
108059,2024-09-13,C01037,Customer 1037,West,India,Clothing,T-Shirt,5,25.24,0.111,Credit Card,126.2,14.0082,112.1918,61.7055,50.4863,0.45,9,2024,2024-09
111577,2024-09-13,C02064,Customer 2064,West,India,Home & Kitchen,Cookware Set,2,168.37,0.134,UPI,336.74,45.1232,291.6168,189.5509,102.0659,0.35,9,2024,2024-09
116551,2024-09-13,C01768,Customer 1768,South,India,Electronics,Bluetooth Speaker,2,66.86,0.104,UPI,133.72,13.9069,119.8131,86.2654,33.5477,0.28,9,2024,2024-09
110517,2024-09-13,C01442,Customer 1442,West,India,Electronics,Bluetooth Speaker,1,64.89,0.158,UPI,64.89,10.2526,54.6374,39.3389,15.2985,0.28,9,2024,2024-09
114963,2024-09-13,C01920,Customer 1920,Central,India,Electronics,Smartwatch,1,184.67,0.089,UPI,184.67,16.4356,168.2344,121.1287,47.1056,0.28,9,2024,2024-09
106022,2024-09-13,C00549,Customer 549,North,India,Books,Business Book,2,27.87,0.119,Debit Card,55.74,6.6331,49.1069,30.4463,18.6606,0.38,9,2024,2024-09
116770,2024-09-13,C01902,Customer 1902,East,India,Electronics,Smartwatch,2,175.92,0.037,Credit Card,351.84,13.0181,338.8219,243.9518,94.8701,0.28,9,2024,2024-09
114103,2024-09-13,C01948,Customer 1948,Central,India,Books,Self Help Book,1,23.55,0.0,UPI,23.55,0.0,23.55,14.601,8.949,0.38,9,2024,2024-09
115536,2024-09-13,C01157,Customer 1157,North,India,Electronics,Smartphone,1,636.41,0.098,UPI,636.41,62.3682,574.0418,413.3101,160.7317,0.28,9,2024,2024-09
112508,2024-09-13,C01756,Customer 1756,East,India,Clothing,Backpack,1,60.81,0.081,Credit Card,60.81,4.9256,55.8844,30.7364,25.148,0.45,9,2024,2024-09
116116,2024-09-13,C00555,Customer 555,West,India,Home & Kitchen,Air Fryer,3,123.13,0.099,Credit Card,369.39,36.5696,332.8204,216.3333,116.4871,0.35,9,2024,2024-09
116798,2024-09-13,C02668,Customer 2668,Central,India,Home & Kitchen,Coffee Maker,2,87.28,0.077,UPI,174.56,13.4411,161.1189,104.7273,56.3916,0.35,9,2024,2024-09
100047,2024-09-13,C02835,Customer 2835,West,India,Home & Kitchen,Vacuum Cleaner,1,235.28,0.108,Debit Card,235.28,25.4102,209.8698,136.4153,73.4544,0.35,9,2024,2024-09
117731,2024-09-13,C01803,Customer 1803,Central,India,Home & Kitchen,Coffee Maker,1,82.98,0.031,Debit Card,82.98,2.5724,80.4076,52.265,28.1427,0.35,9,2024,2024-09
111695,2024-09-13,C02688,Customer 2688,Central,India,Home & Kitchen,Cookware Set,3,129.56,0.188,Credit Card,388.68,73.0718,315.6082,205.1453,110.4629,0.35,9,2024,2024-09
109839,2024-09-13,C01737,Customer 1737,Central,India,Sports,Running Shoes,2,95.24,0.071,UPI,190.48,13.5241,176.9559,102.6344,74.3215,0.42,9,2024,2024-09
101427,2024-09-14,C00838,Customer 838,North,India,Electronics,Bluetooth Speaker,1,70.32,0.005,Credit Card,70.32,0.3516,69.9684,50.3772,19.5912,0.28,9,2024,2024-09
113501,2024-09-14,C02939,Customer 2939,East,India,Sports,Running Shoes,4,95.42,0.177,Credit Card,381.68,67.5574,314.1226,182.1911,131.9315,0.42,9,2024,2024-09
108902,2024-09-14,C01420,Customer 1420,East,India,Books,Fiction Book,2,16.15,0.0,Credit Card,32.3,0.0,32.3,20.026,12.274,0.38,9,2024,2024-09
113775,2024-09-14,C00482,Customer 482,West,India,Sports,Football,2,31.38,0.168,Credit Card,62.76,10.5437,52.2163,30.2855,21.9309,0.42,9,2024,2024-09
119152,2024-09-14,C02974,Customer 2974,West,India,Sports,Yoga Mat,3,27.51,0.08,Wallet,82.53,6.6024,75.9276,44.038,31.8896,0.42,9,2024,2024-09
114286,2024-09-14,C02066,Customer 2066,Central,India,Electronics,Wireless Headphones,1,68.85,0.13,Credit Card,68.85,8.9505,59.8995,43.1276,16.7719,0.28,9,2024,2024-09
116836,2024-09-14,C00125,Customer 125,West,India,Home & Kitchen,Cookware Set,1,156.41,0.074,UPI,156.41,11.5743,144.8357,94.1432,50.6925,0.35,9,2024,2024-09
104883,2024-09-14,C01843,Customer 1843,West,India,Clothing,Backpack,1,49.44,0.033,Credit Card,49.44,1.6315,47.8085,26.2947,21.5138,0.45,9,2024,2024-09
102517,2024-09-14,C00025,Customer 25,East,India,Electronics,Smartphone,1,571.09,0.117,Debit Card,571.09,66.8175,504.2725,363.0762,141.1963,0.28,9,2024,2024-09
100121,2024-09-14,C00936,Customer 936,Central,India,Clothing,Sneakers,1,80.29,0.0,UPI,80.29,0.0,80.29,44.1595,36.1305,0.45,9,2024,2024-09
110038,2024-09-14,C02533,Customer 2533,East,India,Clothing,T-Shirt,1,23.53,0.2,Wallet,23.53,4.706,18.824,10.3532,8.4708,0.45,9,2024,2024-09
111875,2024-09-14,C01723,Customer 1723,North,India,Clothing,Sneakers,3,87.93,0.116,Wallet,263.79,30.5996,233.1904,128.2547,104.9357,0.45,9,2024,2024-09
108382,2024-09-14,C01676,Customer 1676,Central,India,Clothing,Jeans,5,59.14,0.036,Debit Card,295.7,10.6452,285.0548,156.7801,128.2747,0.45,9,2024,2024-09
104668,2024-09-14,C03329,Customer 3329,South,India,Home & Kitchen,Vacuum Cleaner,2,231.66,0.101,Wallet,463.32,46.7953,416.5247,270.741,145.7836,0.35,9,2024,2024-09
105771,2024-09-14,C00819,Customer 819,West,India,Sports,Dumbbells,2,78.66,0.097,Net Banking,157.32,15.26,142.06,82.3948,59.6652,0.42,9,2024,2024-09
103478,2024-09-14,C03328,Customer 3328,North,India,Books,Self Help Book,1,23.99,0.159,Net Banking,23.99,3.8144,20.1756,12.5089,7.6667,0.38,9,2024,2024-09
113282,2024-09-14,C01053,Customer 1053,South,India,Electronics,Smartphone,2,682.74,0.088,UPI,1365.48,120.1622,1245.3178,896.6288,348.689,0.28,9,2024,2024-09
116321,2024-09-14,C03222,Customer 3222,South,India,Sports,Yoga Mat,4,25.53,0.06,Wallet,102.12,6.1272,95.9928,55.6758,40.317,0.42,9,2024,2024-09
108801,2024-09-14,C00685,Customer 685,South,India,Electronics,Laptop,2,766.98,0.123,Credit Card,1533.96,188.6771,1345.2829,968.6037,376.6792,0.28,9,2024,2024-09
107097,2024-09-14,C00959,Customer 959,East,India,Home & Kitchen,Cookware Set,1,127.58,0.088,Credit Card,127.58,11.227,116.353,75.6294,40.7235,0.35,9,2024,2024-09
113999,2024-09-14,C01814,Customer 1814,Central,India,Electronics,Laptop,2,846.58,0.158,Wallet,1693.16,267.5193,1425.6407,1026.4613,399.1794,0.28,9,2024,2024-09
113162,2024-09-14,C00206,Customer 206,South,India,Electronics,Laptop,2,769.4,0.14,Debit Card,1538.8,215.432,1323.368,952.825,370.543,0.28,9,2024,2024-09
105682,2024-09-14,C02742,Customer 2742,North,India,Home & Kitchen,Coffee Maker,2,81.18,0.235,Debit Card,162.36,38.1546,124.2054,80.7335,43.4719,0.35,9,2024,2024-09
110012,2024-09-15,C00918,Customer 918,East,India,Clothing,T-Shirt,2,21.52,0.081,UPI,43.04,3.4862,39.5538,21.7546,17.7992,0.45,9,2024,2024-09
106808,2024-09-15,C02968,Customer 2968,South,India,Books,Self Help Book,4,25.28,0.147,UPI,101.12,14.8646,86.2554,53.4783,32.777,0.38,9,2024,2024-09
114187,2024-09-15,C03019,Customer 3019,South,India,Home & Kitchen,Cookware Set,1,135.46,0.069,Debit Card,135.46,9.3467,126.1133,81.9736,44.1396,0.35,9,2024,2024-09
110531,2024-09-15,C01524,Customer 1524,Central,India,Clothing,Sneakers,1,78.18,0.144,Credit Card,78.18,11.2579,66.9221,36.8071,30.1149,0.45,9,2024,2024-09
110561,2024-09-15,C03169,Customer 3169,North,India,Home & Kitchen,Air Fryer,3,125.24,0.139,Credit Card,375.72,52.2251,323.4949,210.2717,113.2232,0.35,9,2024,2024-09
110626,2024-09-15,C01747,Customer 1747,East,India,Clothing,Jeans,3,65.52,0.151,Credit Card,196.56,29.6806,166.8794,91.7837,75.0957,0.45,9,2024,2024-09
100200,2024-09-15,C00592,Customer 592,West,India,Home & Kitchen,Air Fryer,2,111.15,0.073,Net Banking,222.3,16.2279,206.0721,133.9469,72.1252,0.35,9,2024,2024-09
103823,2024-09-15,C03077,Customer 3077,South,India,Clothing,T-Shirt,3,27.58,0.087,UPI,82.74,7.1984,75.5416,41.5479,33.9937,0.45,9,2024,2024-09
